"id","name","name_ru","name_en","parent_name","fullname","parent"
"396","BX","BX","null","Citroen","","23"
"12","BYD","BYD","null","","","null"
"398","C-Crosser","C-Crosser","null","Citroen","","23"
"616","C-Max","C-Max","null","Ford","","40"
"399","C-Triomphe","C-Triomphe","null","Citroen","","23"
"1016","C-класс","C-класс","null","Mercedes-Benz","","79"
"400","C1","C1","null","Citroen","","23"
"401","C15","C15","null","Citroen","","23"
"402","C2","C2","null","Citroen","","23"
"294","C21","C21","null","Caterham","","18"
"403","C3","C3","null","Citroen","","23"
"404","C3 Pluriel","C3 Pluriel","null","Citroen","","23"
"1708","C30","C30","null","Volvo","","125"
"405","C4","C4","null","Citroen","","23"
"406","C4 Picasso","C4 Picasso","null","Citroen","","23"
"407","C5","C5","null","Citroen","","23"
"408","C6","C6","null","Citroen","","23"
"1709","C70","C70","null","Volvo","","125"
"409","C8","C8","null","Citroen","","23"
"1437","C8","C8","null","Spyker","","110"
"217","Cabriolet","Cabriolet","null","Audi","","10"
"1653","Caddy","Caddy","null","Volkswagen","","124"
"17","Cadillac","Cadillac","null","","","null"
"1535","Caldina","Caldina","null","Toyota","","121"
"509","Caliber","Caliber","null","Dodge","","31"
"1219","Calibra","Calibra","null","Opel","","87"
"1654","California","California","null","Volkswagen","","124"
"315","Camaro","Camaro","null","Chevrolet","","21"
"1536","Cami","Cami","null","Toyota","","121"
"1655","Camper","Camper","null","Volkswagen","","124"
"1220","Campo","Campo","null","Opel","","87"
"1537","Camry","Camry","null","Toyota","","121"
"1538","Camry Solara","Camry Solara","null","Toyota","","121"
"668","Canyon","Canyon","null","GMC","","41"
"710","Capa","Capa","null","Honda","","49"
"985","Capella","Capella","null","Mazda","","77"
"1473","Cappuccino","Cappuccino","null","Suzuki","","113"
"617","Capri","Capri","null","Ford","","40"
"316","Caprice","Caprice","null","Chevrolet","","21"
"701","Caprice","Caprice","null","Holden","","48"
"317","Captiva","Captiva","null","Chevrolet","","21"
"510","Caravan","Caravan","null","Dodge","","31"
"1132","Caravan","Caravan","null","Nissan","","85"
"1656","Caravelle","Caravelle","null","Volkswagen","","124"
"852","Carens","Carens","null","Kia","","61"
"1539","Carina","Carina","null","Toyota","","121"
"1540","Carina E","Carina E","null","Toyota","","121"
"1541","Carina ED","Carina ED","null","Toyota","","121"
"1055","Carisma","Carisma","null","Mitsubishi","","82"
"853","Carnival","Carnival","null","Kia","","61"
"986","Carol","Carol","null","Mazda","","77"
"1310","Carrera GT","Carrera GT","null","Porsche","","94"
"284","Catera","Catera","null","Cadillac","","17"
"18","Caterham","Caterham","null","","","null"
"318","Cavalier","Cavalier","null","Chevrolet","","21"
"1542","Cavalier","Cavalier","null","Toyota","","121"
"1311","Cayenne","Cayenne","null","Porsche","","94"
"1312","Cayman","Cayman","null","Porsche","","94"
"2216","Cayman S","Cayman S","null","Porsche","","94"
"1133","Cedric","Cedric","null","Nissan","","85"
"854","Ceed","Ceed","null","Kia","","61"
"1134","Cefiro","Cefiro","null","Nissan","","85"
"1543","Celica","Celica","null","Toyota","","121"
"1544","Celsior","Celsior","null","Toyota","","121"
"319","Celta","Celta","null","Chevrolet","","21"
"764","Centennial","Centennial","null","Hyundai","","52"
"267","Century","Century","null","Buick","","16"
"1513","Century","Century","null","Tianma","","118"
"1545","Century","Century","null","Toyota","","121"
"855","Cerato","Cerato","null","Kia","","61"
"1500","Cerbera","Cerbera","null","TVR","","114"
"1440","Chairman","Chairman","null","SsangYong","","111"
"433","Chairman","Chairman","null","Daewoo","","26"
"1056","Challenger","Challenger","null","Mitsubishi","","82"
"2301","Chance","Chance","","ЗАЗ","","138"
"19","ChangFeng","ChangFeng","null","","","null"
"467","Charade","Charade","null","Daihatsu","","27"
"511","Charger","Charger","null","Dodge","","31"
"1057","Chariot","Chariot","null","Mitsubishi","","82"
"1546","Chaser","Chaser","null","Toyota","","121"
"842","Cherokee","Cherokee","null","Jeep","","59"
"1135","Cherry","Cherry","null","Nissan","","85"
"20","Chery","Chery","null","","","null"
"320","Chevi C2","Chevi C2","null","Chevrolet","","21"
"21","Chevrolet","Chevrolet","null","","","null"
"1501","Chimaera","Chimaera","null","TVR","","114"
"22","Chrysler","Chrysler","null","","","null"
"1136","Cima","Cima","null","Nissan","","85"
"584","Cinquecento","Cinquecento","null","Fiat","","39"
"375","Cirrus","Cirrus","null","Chrysler","","22"
"23","Citroen","Citroen","null","","","null"
"1373","City","City","null","Rover","","99"
"1433","City","City","null","Smart","","109"
"711","City","City","null","Honda","","49"
"422","City Leading","City Leading","null","DADI","","24"
"712","Civic","Civic","null","Honda","","49"
"1137","Civilian","Civilian","null","Nissan","","85"
"943","CJ","CJ","null","Mahindra","","72"
"149","CL","CL","null","Acura","","3"
"1017","CL-класс","CL-класс","null","Mercedes-Benz","","79"
"856","Clarus","Clarus","null","Kia","","61"
"321","Classic","Classic","null","Chevrolet","","21"
"1018","CLC-класс","CLC-класс","null","Mercedes-Benz","","79"
"1331","Clio","Clio","null","Renault","","96"
"1019","CLK-класс","CLK-класс","null","Mercedes-Benz","","79"
"1020","CLS-класс","CLS-класс","null","Mercedes-Benz","","79"
"939","Clubman","Clubman","null","MINI","","71"
"1547","Coaster","Coaster","null","Toyota","","121"
"322","Cobalt","Cobalt","null","Chevrolet","","21"
"147","Cobra","Cobra","null","AC","","2"
"323","Colorado","Colorado","null","Chevrolet","","21"
"1058","Colt","Colt","null","Mitsubishi","","82"
"1221","Combo","Combo","null","Opel","","87"
"843","Commander","Commander","null","Jeep","","59"
"944","Commander","Commander","null","Mahindra","","72"
"702","Commodore","Commodore","null","Holden","","48"
"844","Compass","Compass","null","Jeep","","59"
"713","Concerto","Concerto","null","Honda","","49"
"376","Concorde","Concorde","null","Chrysler","","22"
"618","Consul","Consul","null","Ford","","40"
"917","Continental","Continental","null","Lincoln","","68"
"256","Continental","Continental","null","Bentley","","13"
"257","Continental Flying Spur","Continental Flying Spur","null","Bentley","","13"
"258","Continental GT","Continental GT","null","Bentley","","13"
"619","Contour","Contour","null","Ford","","40"
"324","Conversion Van","Conversion Van","null","Chevrolet","","21"
"468","Coo","Coo","null","Daihatsu","","27"
"940","Cooper","Cooper","null","MINI","","71"
"469","Copen","Copen","null","Daihatsu","","27"
"1382","Cordoba","Cordoba","null","SEAT","","100"
"1358","Corniche","Corniche","null","Rolls-Royce","","98"
"1548","Corolla","Corolla","null","Toyota","","121"
"1549","Corolla Ceres","Corolla Ceres","null","Toyota","","121"
"1550","Corolla Fielder","Corolla Fielder","null","Toyota","","121"
"1551","Corolla Levin","Corolla Levin","null","Toyota","","121"
"1552","Corolla Runx","Corolla Runx","null","Toyota","","121"
"1553","Corolla Spacio","Corolla Spacio","null","Toyota","","121"
"1554","Corolla Verso","Corolla Verso","null","Toyota","","121"
"1555","Corona","Corona","null","Toyota","","121"
"1556","Corona Premio","Corona Premio","null","Toyota","","121"
"1657","Corrado","Corrado","null","Volkswagen","","124"
"1557","Corsa","Corsa","null","Toyota","","121"
"325","Corsa","Corsa","null","Chevrolet","","21"
"1222","Corsa","Corsa","null","Opel","","87"
"326","Corsica","Corsica","null","Chevrolet","","21"
"327","Corvette","Corvette","null","Chevrolet","","21"
"857","Cosmos","Cosmos","null","Kia","","61"
"1040","Cougar","Cougar","null","Mercury","","80"
"620","Cougar","Cougar","null","Ford","","40"
"880","Countach","Countach","null","Lamborghini","","62"
"1658","Country Buggy","Country Buggy","null","Volkswagen","","124"
"765","Coupe","Coupe","null","Hyundai","","52"
"957","Coupe","Coupe","null","Maserati","","75"
"585","Coupe","Coupe","null","Fiat","","39"
"621","Courier","Courier","null","Ford","","40"
"501","Cowboy","Cowboy","null","Derways","","30"
"708","CR-V","CR-V","null","Honda","","49"
"1659","Crafter","Crafter","null","Volkswagen","","124"
"1558","Cressida","Cressida","null","Toyota","","121"
"1559","Cresta","Cresta","null","Toyota","","121"
"2304","Creta","Creta","","Hyundai","","52"
"1138","Crew","Crew","null","Nissan","","85"
"586","Croma","Croma","null","Fiat","","39"
"377","Crossfire","Crossfire","null","Chrysler","","22"
"2310","Crosstour","Crosstour","","Honda","","49"
"818","Crosswind","Crosswind","null","Isuzu","","56"
"1924","CrowLine","CrowLine","null","","","null"
"1560","Crown","Crown","null","Toyota","","121"
"1561","Crown Athlete","Crown Athlete","null","Toyota","","121"
"1562","Crown Majesta","Crown Majesta","null","Toyota","","121"
"1563","Crown Royal","Crown Royal","null","Toyota","","121"
"622","Crown Victoria","Crown Victoria","null","Ford","","40"
"328","Cruze","Cruze","null","Chevrolet","","21"
"709","CRX","CRX","null","Honda","","49"
"150","CSX","CSX","null","Acura","","3"
"283","CTS","CTS","null","Cadillac","","17"
"1139","Cube","Cube","null","Nissan","","85"
"1474","Cultus","Cultus","null","Suzuki","","113"
"470","Cuore","Cuore","null","Daihatsu","","27"
"1564","Curren","Curren","null","Toyota","","121"
"1202","Cutlass","Cutlass","null","Oldsmobile","","86"
"1203","Cutlass Calais","Cutlass Calais","null","Oldsmobile","","86"
"1204","Cutlass Ciera","Cutlass Ciera","null","Oldsmobile","","86"
"1205","Cutlass Cruiser","Cutlass Cruiser","null","Oldsmobile","","86"
"1206","Cutlass Supreme","Cutlass Supreme","null","Oldsmobile","","86"
"410","CX","CX","null","Citroen","","23"
"2274","CX-5","CX-5","","Mazda","","77"
"983","CX-7","CX-7","null","Mazda","","77"
"984","CX-9","CX-9","null","Mazda","","77"
"2184","CX90","CX90","null","Volvo","","125"
"1565","Cynos","Cynos","null","Toyota","","121"
"819","D-Max","D-Max","null","Isuzu","","56"
"188","D10","D10","null","Alpina","","6"
"533","D8","D8","null","Donkervoort","","33"
"25","Dacia","Dacia","null","","","null"
"24","DADI","DADI","null","","","null"
"502","DADI Shuttle","DADI Shuttle","null","Derways","","30"
"26","Daewoo","Daewoo","null","","","null"
"27","Daihatsu","Daihatsu","null","","","null"
"28","Daimler","Daimler","null","","","null"
"2070","Daimler Sovereign","Daimler Sovereign","null","Jaguar","","58"
"512","Dakota","Dakota","null","Dodge","","31"
"434","Damas","Damas","null","Daewoo","","26"
"1140","Datsun","Datsun","null","Nissan","","85"
"378","Daytona","Daytona","null","Chrysler","","22"
"513","Daytona","Daytona","null","Dodge","","31"
"200","DB7","DB7","null","Aston Martin","","9"
"201","DB9","DB9","null","Aston Martin","","9"
"202","DBS","DBS","null","Aston Martin","","9"
"29","De Tomaso","De Tomaso","null","","","null"
"286","De Ville","De Ville","null","Cadillac","","17"
"1059","Debonair","Debonair","null","Mitsubishi","","82"
"886","Dedra","Dedra","null","Lancia","","63"
"688","Deer","Deer","null","Great Wall","","46"
"899","Defender","Defender","null","Land Rover","","64"
"2259","Defender 110","Defender 110","null","Land Rover","","64"
"714","Del Sol","Del Sol","null","Honda","","49"
"1060","Delica","Delica","null","Mitsubishi","","82"
"1207","Delta","Delta","null","Oldsmobile","","86"
"887","Delta","Delta","null","Lancia","","63"
"987","Demio","Demio","null","Mazda","","77"
"30","Derways","Derways","null","","","null"
"881","Diablo","Diablo","null","Lamborghini","","62"
"1061","Diamante","Diamante","null","Mitsubishi","","82"
"1450","Dias Wagon","Dias Wagon","null","Subaru","","112"
"1062","Dingo","Dingo","null","Mitsubishi","","82"
"1063","Dion","Dion","null","Mitsubishi","","82"
"900","Discovery","Discovery","null","Land Rover","","64"
"2170","Discovery 3","Discovery 3","null","Land Rover","","64"
"2118","Discovery 4","Discovery 4","null","Land Rover","","64"
"587","Doblo","Doblo","null","Fiat","","39"
"31","Dodge","Dodge","null","","","null"
"1516","Dogan","Dogan","null","Tofas","","120"
"715","Domani","Domani","null","Honda","","49"
"32","Doninvest","Doninvest","null","","","null"
"33","Donkervoort","Donkervoort","null","","","null"
"1728","Dragon","Dragon","null","Yzk","","130"
"2260","DS4","DS4","null","Citroen","","23"
"285","DTS","DTS","null","Cadillac","","17"
"588","Ducato","Ducato","null","Fiat","","39"
"1566","Duet","Duet","null","Toyota","","121"
"589","Duna","Duna","null","Fiat","","39"
"514","Durango","Durango","null","Dodge","","31"
"2121","Duster","Duster","null","Renault","","96"
"2299","Dyna","Dyna","","Toyota","","121"
"515","Dynasty","Dynasty","null","Dodge","","31"
"766","Dynasty","Dynasty","null","Hyundai","","52"
"831","E-Type","E-Type","null","Jaguar","","58"
"1021","E-класс","E-класс","null","Mercedes-Benz","","79"
"1451","E10","E10","null","Subaru","","112"
"1452","E12","E12","null","Subaru","","112"
"34","Eagle","Eagle","null","","","null"
"301","Eastar","Eastar","null","Chery","","20"
"264","EB 110","EB 110","null","Bugatti","","15"
"265","EB 112","EB 112","null","Bugatti","","15"
"1567","Echo","Echo","null","Toyota","","121"
"1065","Eclipse","Eclipse","null","Mitsubishi","","82"
"623","Econoline","Econoline","null","Ford","","40"
"624","Econovan","Econovan","null","Ford","","40"
"2309","EcoSport","EcoSport","","Ford","","40"
"625","Edge","Edge","null","Ford","","40"
"988","Efini MS-8","Efini MS-8","null","Mazda","","77"
"1208","Eighty Eight","Eighty Eight","null","Oldsmobile","","86"
"1064","EK","EK","null","Mitsubishi","","82"
"151","EL","EL","null","Acura","","3"
"858","Elan","Elan","null","Kia","","61"
"767","Elantra","Elantra","null","Hyundai","","52"
"287","Eldorado","Eldorado","null","Cadillac","","17"
"268","Electra","Electra","null","Buick","","16"
"716","Element","Element","null","Honda","","49"
"1141","Elgrand","Elgrand","null","Nissan","","85"
"925","Elise","Elise","null","Lotus","","69"
"717","Elysion","Elysion","null","Honda","","49"
"1066","Emeraude","Emeraude","null","Mitsubishi","","82"
"2298","Emgrand","Emgrand","","Geely","","42"
"269","Enclave","Enclave","null","Buick","","16"
"1067","Endeavor","Endeavor","null","Mitsubishi","","82"
"859","Enterprise","Enterprise","null","Kia","","61"
"768","Entourage","Entourage","null","Hyundai","","52"
"669","Envoy","Envoy","null","GMC","","41"
"561","Enzo","Enzo","null","Ferrari","","38"
"1660","EOS","EOS","null","Volkswagen","","124"
"329","Epica","Epica","null","Chevrolet","","21"
"1475","Equator","Equator","null","Suzuki","","113"
"330","Equinox","Equinox","null","Chevrolet","","21"
"769","Equis","Equis","null","Hyundai","","52"
"906","ES","ES","null","Lexus","","66"
"288","Escalade","Escalade","null","Cadillac","","17"
"2213","Escalade AWD","Escalade AWD","null","Cadillac","","17"
"626","Escape","Escape","null","Ford","","40"
"627","Escort","Escort","null","Ford","","40"
"1476","Escudo","Escudo","null","Suzuki","","113"
"1332","Espace","Espace","null","Renault","","96"
"882","Espada","Espada","null","Lamborghini","","62"
"1246","Esperante","Esperante","null","Panoz","","90"
"435","Espero","Espero","null","Daewoo","","26"
"926","Esprit","Esprit","null","Lotus","","69"
"471","Esse","Esse","null","Daihatsu","","27"
"1477","Esteem","Esteem","null","Suzuki","","113"
"950","Esteem","Esteem","null","Maruti","","74"
"1568","Estima","Estima","null","Toyota","","121"
"1569","Estima Lucida","Estima Lucida","null","Toyota","","121"
"1722","Estina","Estina","null","Vortex","","126"
"1068","Eterna","Eterna","null","Mitsubishi","","82"
"927","Europa","Europa","null","Lotus","","69"
"1661","EuroVan","EuroVan","null","Volkswagen","","124"
"436","Evanda","Evanda","null","Daewoo","","26"
"331","Evanda","Evanda","null","Chevrolet","","21"
"411","Evasion","Evasion","null","Citroen","","23"
"628","Everest","Everest","null","Ford","","40"
"1478","Every","Every","null","Suzuki","","113"
"800","EX","EX","null","Infiniti","","53"
"629","Excursion","Excursion","null","Ford","","40"
"1383","Exeo","Exeo","null","SEAT","","100"
"928","Exige","Exige","null","Lotus","","69"
"630","Expedition","Expedition","null","Ford","","40"
"1142","Expert","Expert","null","Nissan","","85"
"1271","Expert","Expert","null","Peugeot","","91"
"631","Explorer","Explorer","null","Ford","","40"
"2237","Explorer Limited","Explorer Limited","null","Ford","","40"
"2235","Explorer Sport Trac","Explorer Sport Trac","null","Ford","","40"
"931","Express","Express","null","MG","","70"
"1333","Express","Express","null","Renault","","96"
"332","Express","Express","null","Chevrolet","","21"
"1928","Express G1","Express G1","null","Chevrolet","","21"
"1933","Express G1500 ","Express G1500 ","null","Chevrolet","","21"
"472","Extol","Extol","null","Daihatsu","","27"
"248","F0","F0","null","BYD","","12"
"1013","F1","F1","null","McLaren","","78"
"632","F150","F150","null","Ford","","40"
"633","F250","F250","null","Ford","","40"
"249","F3","F3","null","BYD","","12"
"634","F350","F350","null","Ford","","40"
"562","F355 GTS","F355 GTS","null","Ferrari","","38"
"563","F355 Spider","F355 Spider","null","Ferrari","","38"
"564","F40","F40","null","Ferrari","","38"
"565","F430","F430","null","Ferrari","","38"
"566","F50","F50","null","Ferrari","","38"
"250","F6","F6","null","BYD","","12"
"251","F6","F6","null","BYD","","12"
"1422","Fabia","Fabia","null","Skoda","","108"
"1143","Fairlady","Fairlady","null","Nissan","","85"
"635","Fairline","Fairline","null","Ford","","40"
"989","Familia","Familia","null","Mazda","","77"
"2195","Family","Family","null","Chevrolet","","21"
"820","Faster","Faster","null","Isuzu","","56"
"1905","FAT BOY FLSTF/FLSTFI ","FAT BOY FLSTF/FLSTFI ","null","Harley-Davidson","","1884"
"1423","Favorit","Favorit","null","Skoda","","108"
"35","FAW","FAW","null","","","null"
"1424","Felicia","Felicia","null","Skoda","","108"
"473","Feroza","Feroza","null","Daihatsu","","27"
"38","Ferrari","Ferrari","null","","","null"
"636","Festiva","Festiva","null","Ford","","40"
"1650","Fetish","Fetish","null","Venturi","","123"
"39","Fiat","Fiat","null","","","null"
"637","Fiesta","Fiesta","null","Ford","","40"
"990","Fighter","Fighter","null","Mazda","","77"
"821","Filly","Filly","null","Isuzu","","56"
"1729","Fine","Fine","null","Yzk","","130"
"590","Fiorino","Fiorino","null","Fiat","","39"
"1283","Firebird","Firebird","null","Pontiac","","93"
"719","Fit","Fit","null","Honda","","49"
"638","Five Hundred","Five Hundred","null","Ford","","40"
"1570","FJ Cruiser","FJ Cruiser","null","Toyota","","121"
"289","Fleetwood","Fleetwood","null","Cadillac","","17"
"1922","FLHXI ","FLHXI ","null","Harley-Davidson","","1884"
"1903","FLSTC","FLSTC","null","Harley-Davidson","","1884"
"1885","Fluence","Fluence","","Renault","","96"
"252","Flyer","Flyer","null","BYD","","12"
"296","Flying","Flying","null","ChangFeng","","19"
"1730","Flying","Flying","null","Yzk","","130"
"639","Focus","Focus","null","Ford","","40"
"302","Fora","Fora","null","Chery","","20"
"40","Ford","Ford","null","","","null"
"1479","Forenza","Forenza","null","Suzuki","","113"
"1453","Forester","Forester","null","Subaru","","112"
"1434","Forfour","Forfour","null","Smart","","109"
"1425","Forman","Forman","null","Skoda","","108"
"1571","Fortuner","Fortuner","null","Toyota","","121"
"1435","Fortwo","Fortwo","null","Smart","","109"
"2233","Forward","Forward","null","Isuzu","","56"
"1662","Fox","Fox","null","Volkswagen","","124"
"718","FR-V","FR-V","null","Honda","","49"
"901","Freelander","Freelander","null","Land Rover","","64"
"2072","Freelander 2","Freelander 2","null","Land Rover","","64"
"2302","Freemont","Freemont","","Fiat","","39"
"640","Freestar","Freestar","null","Ford","","40"
"641","Freestyle","Freestyle","null","Ford","","40"
"1384","Freetrack","Freetrack","null","SEAT","","100"
"1223","Frontera","Frontera","null","Opel","","87"
"1144","Frontier","Frontier","null","Nissan","","85"
"36","FSO","FSO","null","","","null"
"37","FSR","FSR","null","","","null"
"1069","FTO","FTO","null","Mitsubishi","","82"
"1334","Fuego","Fuego","null","Renault","","96"
"2234","Fuga","Fuga","null","Nissan","","85"
"888","Fulvia","Fulvia","null","Lancia","","63"
"1572","Funcargo","Funcargo","null","Toyota","","121"
"642","Fusion","Fusion","null","Ford","","40"
"1070","Fuso Canter","Fuso Canter","null","Mitsubishi","","82"
"801","FX","FX","null","Infiniti","","53"
"1904","FX","FX","null","Jaguar","","58"
"2116","FX 37","FX 37","null","Infiniti","","53"
"685","G","G","null","Ginetta","","44"
"802","G COUPE","G COUPE","null","Infiniti","","53"
"803","G SEDAN","G SEDAN","null","Infiniti","","53"
"1022","G-класс","G-класс","null","Mercedes-Benz","","79"
"1284","G5","G5","null","Pontiac","","93"
"1285","G6","G6","null","Pontiac","","93"
"1286","G7","G7","null","Pontiac","","93"
"1287","G8","G8","null","Pontiac","","93"
"1573","Gaia","Gaia","null","Toyota","","121"
"2228","Gala","Gala","null","Toyota","","121"
"1072","Galant","Galant","null","Mitsubishi","","82"
"643","Galaxy","Galaxy","null","Ford","","40"
"883","Gallardo","Gallardo","null","Lamborghini","","62"
"770","Galloper","Galloper","null","Hyundai","","52"
"1109","Galue","Galue","null","Mitsuoka","","83"
"42","Geely","Geely","null","","","null"
"822","Gemini","Gemini","null","Isuzu","","56"
"771","Genesis","Genesis","null","Hyundai","","52"
"438","Gentra","Gentra","null","Daewoo","","26"
"1480","Geo","Geo","null","Suzuki","","113"
"43","Geo","Geo","null","","","null"
"333","Geo Storm","Geo Storm","null","Chevrolet","","21"
"334","Geo Tracker","Geo Tracker","null","Chevrolet","","21"
"772","Getz","Getz","null","Hyundai","","52"
"958","Ghibli","Ghibli","null","Maserati","","75"
"959","Ghibli II","Ghibli II","null","Maserati","","75"
"44","Ginetta","Ginetta","null","","","null"
"180","Giulietta","Giulietta","null","Alfa Romeo","","5"
"1023","GL-класс","GL-класс","null","Mercedes-Benz","","79"
"270","GL8","GL8","null","Buick","","16"
"1024","GLK-класс","GLK-класс","null","Mercedes-Benz","","79"
"1145","Gloria","Gloria","null","Nissan","","85"
"41","GMC","GMC","null","","","null"
"2160","GMT926","GMT926","null","Cadillac","","17"
"1663","Gol","Gol","null","Volkswagen","","124"
"1664","Golf","Golf","null","Volkswagen","","124"
"1665","Golf Plus","Golf Plus","null","Volkswagen","","124"
"45","Gonow","Gonow","null","","","null"
"474","Gran Move","Gran Move","null","Daihatsu","","27"
"960","Gran Sport","Gran Sport","null","Maserati","","75"
"961","Gran Turismo","Gran Turismo","null","Maserati","","75"
"644","Granada","Granada","null","Ford","","40"
"1289","Grand AM","Grand AM","null","Pontiac","","93"
"412","Grand C4 Picasso","Grand C4 Picasso","null","Citroen","","23"
"516","Grand Caravan","Grand Caravan","null","Dodge","","31"
"845","Grand Cherokee","Grand Cherokee","null","Jeep","","59"
"1335","Grand Espace","Grand Espace","null","Renault","","96"
"1574","Grand hiace","Grand hiace","null","Toyota","","121"
"1041","Grand Marquis","Grand Marquis","null","Mercury","","80"
"1290","Grand Prix","Grand Prix","null","Pontiac","","93"
"1336","Grand Scenic","Grand Scenic","null","Renault","","96"
"1732","Grand Tiger","Grand Tiger","null","ZX","","131"
"1481","Grand Vitara","Grand Vitara","null","Suzuki","","113"
"2158","Grand Vitara XL","Grand Vitara XL","null","Suzuki","","113"
"379","Grand Voyager","Grand Voyager","null","Chrysler","","22"
"860","GrandBird","GrandBird","null","Kia","","61"
"591","Grande Punto","Grande Punto","null","Fiat","","39"
"773","Grandeur","Grandeur","null","Hyundai","","52"
"1073","Grandis","Grandis","null","Mitsubishi","","82"
"2297","Granta","Granta","","ВАЗ","","132"
"1575","Granvia","Granvia","null","Toyota","","121"
"46","Great Wall","Great Wall","null","","","null"
"1502","Griffith","Griffith","null","TVR","","114"
"907","GS","GS","null","Lexus","","66"
"178","GT","GT","null","Alfa Romeo","","5"
"1224","GT","GT","null","Opel","","87"
"567","GTB","GTB","null","Ferrari","","38"
"1071","GTO","GTO","null","Mitsubishi","","82"
"1288","GTO","GTO","null","Pontiac","","93"
"179","GTV","GTV","null","Alfa Romeo","","5"
"497","Guara","Guara","null","De Tomaso","","29"
"908","GX","GX","null","Lexus","","66"
"437","GX2","GX2","null","Daewoo","","26"
"687","GX6","GX6","null","Gonow","","45"
"951","Gypsy","Gypsy","null","Maruti","","74"
"757","H1","H1","null","Hummer","","51"
"774","H1 (Starex)","H1 (Starex)","null","Hyundai","","52"
"775","H100","H100","null","Hyundai","","52"
"758","H2","H2","null","Hummer","","51"
"776","H200","H200","null","Hyundai","","52"
"759","H3","H3","null","Hummer","","51"
"47","Hafei","Hafei","null","","","null"
"849","Haise","Haise","null","Jindei","","60"
"1884","Harley-Davidson","Harley-Davidson","null","","","null"
"1576","Harrier","Harrier","null","Toyota","","121"
"335","HHR","HHR","null","Chevrolet","","21"
"475","Hi Jet","Hi Jet","null","Daihatsu","","27"
"197","Hi-Topic","Hi-Topic","null","Asia","","8"
"1577","Hiace","Hiace","null","Toyota","","121"
"1578","Highlander","Highlander","null","Toyota","","121"
"1579","Hilux","Hilux","null","Toyota","","121"
"1580","Hilux Surf","Hilux Surf","null","Toyota","","121"
"48","Holden","Holden","null","","","null"
"49","Honda","Honda","null","","","null"
